unique_identifier,l0,l1,l2,l3,l4,level,segment,fte,contractor,fte_cost_avg,lcm,aut_min_Y1,aut_min_Y2,aut_min_Y3,aut_mid_Y1,aut_mid_Y2,aut_mid_Y3,aut_max_Y1,aut_max_Y2,aut_max_Y3,aut_min_Y1_q,aut_min_Y2_q,aut_min_Y3_q,aut_mid_Y1_q,aut_mid_Y2_q,aut_mid_Y3_q,aut_max_Y1_q,aut_max_Y2_q,aut_max_Y3_q,pro_min_Y0,pro_min_Y1,pro_min_Y2,pro_min_Y3,pro_mid_Y0,pro_mid_Y1,pro_mid_Y2,pro_mid_Y3,pro_max_Y0,pro_max_Y1,pro_max_Y2,pro_max_Y3,baseline_bottom,baseline_top,baselinepos_min,baselinepos_mid,baselinepos_max,dd_min_Y0,dd_min_Y1,dd_min_Y2,dd_min_Y3,dd_mid_Y0,dd_mid_Y1,dd_mid_Y2,dd_mid_Y3,dd_max_Y0,dd_max_Y1,dd_max_Y2,dd_max_Y3,out_considered_min,out_considered_mid,out_considered_max,out_yesno,out_year_min,out_year_mid,out_year_max,out_quarter_min,out_quarter_mid,out_quarter_max,hire_min_Y1,hire_mid_Y1,hire_max_Y1,hire_min_Y2,hire_mid_Y2,hire_max_Y2,hire_min_Y3,hire_mid_Y3,hire_max_Y3,exit_min_Y1,exit_mid_Y1,exit_max_Y1,exit_min_Y2,exit_mid_Y2,exit_max_Y2,exit_min_Y3,exit_mid_Y3,exit_max_Y3,driver_group,driver,year,min,mid,max
203,Consumer,Customer Care,None,Billing & Collections,Customer Usage Administration,4,Core,16,0,"23,306",0.2,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,13,16,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1.01,1.01,1.01,1.01,1.01,1.01,0.96,0.96,0.96,0.92,0.92,0.92,0.89,0.89,0.89,stcsub,,,,,
204,Consumer,Customer Care,Customer Care Centers,,,2,,3,19,"34,038",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,17,21,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,stcsub,,,,,
205,Consumer,Customer Care,Customer Care Centers,Call Center Quality Management,,3,,1,0,"37,936",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,entrev,,,,,
206,Consumer,Customer Care,Customer Care Centers,Call Center Quality Management,Centers Governance,4,Core,13,0,"18,338",0.2,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,10,13,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,headcount,,,,,
207,Consumer,Customer Care,Customer Care Centers,Call Center Quality Management,Quality Assurance,4,Core,32,4,"15,605",0.2,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,28,34,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,stcsub,,,,,
208,Consumer,Customer Care,Customer Care Centers,Call Center Technologies,,3,,3,7,"47,194",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,10,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,headcount,,,,,
209,Consumer,Customer Care,Customer Care Centers,Call Center Technologies,Service Assurance Operations,4,Core,31,0,"16,989",0.33,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,24,30,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,conrev,,,,,
210,Consumer,Customer Care,Customer Care Centers,Call Center Technologies,Technology Systems Support,4,Support,7,3,"18,746",0.63,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,10,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,Y,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,stcsub,,,,,
211,Consumer,Customer Care,Customer Care Centers,Call Center Technologies,User Access,4,Core,22,0,"15,632",0.39,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,17,21,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,stcsub,,,,,
212,Consumer,Customer Care,Customer Care Centers,E-Care,,3,,1,0,"34,885",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,headcount,,,,,
213,Consumer,Customer Care,Customer Care Centers,E-Care,Social Media,4,Core,57,154,"13,637",0.17,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,159,199,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,entrev,,,,,
214,Consumer,Customer Care,Customer Care Centers,E-Care,STC Channels,4,Core,68,8,"14,699",0.17,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,58,72,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,headcount,,,,,
215,Consumer,Customer Care,Customer Care Centers,Employee Management,,3,,1,0,"35,997",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,whorev,,,,,
216,Consumer,Customer Care,Customer Care Centers,Employee Management,Employee Support,4,Core,68,3,"17,116",0.33,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,54,67,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,conrev,,,,,
217,Consumer,Customer Care,Customer Care Centers,Employee Management,Workforce Management,4,Core,13,0,Y16,0.58,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,10,13,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,conrev,,,,,
218,Consumer,Customer Care,Customer Care Centers,Fixed Services,,3,,2,0,"43,568",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2,2,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,entrev,,,,,
219,Consumer,Customer Care,Customer Care Centers,Fixed Services,Fixed Financial & General Complaints,4,Core,85,0,"17,064",0.19,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,64,81,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,Y,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,headcount,,,,,
220,Consumer,Customer Care,Customer Care Centers,Fixed Services,Fixed Service Closure Assurance,4,Core,51,0,"15,051",0.21,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,39,49,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,Y,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,whorev,,,,,
221,Consumer,Customer Care,Customer Care Centers,Fixed Services,Fixed Technical Complaints,4,Core,113,0,"14,335",0.19,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,85,107,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,Y,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,headcount,,,,,
222,Consumer,Customer Care,Customer Care Centers,Mobile Services,,3,,3,0,"43,876",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,headcount,,,,,
223,Consumer,Customer Care,Customer Care Centers,Mobile Services,Mobile Financial & General Complaints,4,Core,160,0,"14,065",0.2,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,121,151,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,Y,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,headcount,,,,,
224,Consumer,Customer Care,Customer Care Centers,Mobile Services,Mobile Service Closure Assurance,4,Core,60,0,"12,801",0.16,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,46,57,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,Y,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,entrev,,,,,
225,Consumer,Customer Care,Customer Care Centers,Mobile Services,Mobile Technical Complaints,4,Core,108,0,"13,877",0.14,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,82,102,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,Y,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,entrev,,,,,
226,Consumer,Customer Care,Customer Care Centers,Planning & Outsource Management,,3,,4,1,"32,467",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,5,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,conrev,,,,,
227,Consumer,Customer Care,Customer Care Centers,Planning & Outsource Management,Operational Reporting,4,Core,21,2,"16,706",0.19,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,18,22,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,entrev,,,,,
228,Consumer,Customer Care,Customer Care Centers,Planning & Outsource Management,Outsource Operations,4,Support,3,1,"26,265",0.19,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,4,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,whorev,,,,,
229,Consumer,Customer Care,Customer Care Centers,Planning & Outsource Management,Planning,4,Core,13,1,"17,559",0.19,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,11,14,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,headcount,,,,,
230,Consumer,Customer Care,Customer Care Centers,Sales Center,,3,,1,0,"53,168",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,entrev,,,,,
231,Consumer,Customer Care,Customer Care Centers,Sales Center,Retention Support,4,Core,194,0,"13,757",0.25,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,146,183,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,entrev,,,,,
232,Consumer,Customer Care,Customer Care Centers,Sales Center,Sales,4,Core,69,0,"14,602",0.32,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,52,65,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1,1,1,1,1,1,1,1,1,0.96,0.96,0.96,0.93,0.93,0.93,0.89,0.89,0.89,stcsub,,,,,
233,Consumer,Customer Care,Customer Experience,,,2,,3,0,"33,501",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.11,1.11,1.11,1.22,1.22,1.22,1.35,1.35,1.35,0.9,0.9,0.9,0.81,0.81,0.81,0.73,0.73,0.73,entrev,,,,,
234,Consumer,Customer Care,Customer Experience,Complaints Management,,3,,1,0,"52,624",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.11,1.11,1.11,1.22,1.22,1.22,1.35,1.35,1.35,0.9,0.9,0.9,0.81,0.81,0.81,0.73,0.73,0.73,entrev,,,,,
235,Consumer,Customer Care,Customer Experience,Complaints Management,Customer Financial Complaints,4,Support,6,0,"24,995",0.27,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,12,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,Y,,,,,,,1.11,1.11,1.11,1.22,1.22,1.22,1.35,1.35,1.35,0.9,0.9,0.9,0.81,0.81,0.81,0.73,0.73,0.73,whorev,,,,,
236,Consumer,Customer Care,Customer Experience,Complaints Management,Employee Behavior Complaints,4,Support,2,0,"25,309",0.19,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,6,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,Y,,,,,,,1.11,1.11,1.11,1.22,1.22,1.22,1.35,1.35,1.35,0.9,0.9,0.9,0.81,0.81,0.81,0.73,0.73,0.73,conrev,,,,,
237,Consumer,Customer Care,Customer Experience,Complaints Management,Technical Complaints,4,Support,4,0,"25,945",0.27,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,9,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,Y,,,,,,,1.11,1.11,1.11,1.22,1.22,1.22,1.35,1.35,1.35,0.9,0.9,0.9,0.81,0.81,0.81,0.73,0.73,0.73,whorev,,,,,
238,Consumer,Customer Care,Customer Experience,Customer Experience Programs Design & Performance,,3,,1,0,"69,250",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.11,1.11,1.11,1.22,1.22,1.22,1.35,1.35,1.35,0.9,0.9,0.9,0.81,0.81,0.81,0.73,0.73,0.73,stcsub,,,,,
239,Consumer,Customer Care,Customer Experience,Customer Experience Programs Design & Performance,Customer Experience Performance,4,Specialist,4,0,"30,704",0.33,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,9,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.11,1.11,1.11,1.22,1.22,1.22,1.35,1.35,1.35,0.9,0.9,0.9,0.81,0.81,0.81,0.73,0.73,0.73,entrev,,,,,
240,Consumer,Customer Care,Customer Experience,Customer Experience Programs Design & Performance,Programs Design,4,Critical,6,0,"22,265",0.41,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,12,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.11,1.11,1.11,1.22,1.22,1.22,1.35,1.35,1.35,0.9,0.9,0.9,0.81,0.81,0.81,0.73,0.73,0.73,entrev,,,,,
241,Consumer,Customer Care,Customer Experience,Customer Journey,,3,,1,0,"41,773",,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.11,1.11,1.11,1.22,1.22,1.22,1.35,1.35,1.35,0.9,0.9,0.9,0.81,0.81,0.81,0.73,0.73,0.73,whorev,,,,,
242,Consumer,Customer Care,Customer Experience,Customer Journey,Conventional Channels Experience,4,Support,5,0,"19,269",0.16,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,9,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.11,1.11,1.11,1.22,1.22,1.22,1.35,1.35,1.35,0.9,0.9,0.9,0.81,0.81,0.81,0.73,0.73,0.73,whorev,,,,,
243,Consumer,Customer Care,Customer Experience,Customer Journey,Digital Channels Experience,4,Critical,2,0,"23,187",0.71,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,6,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.11,1.11,1.11,1.22,1.22,1.22,1.35,1.35,1.35,0.9,0.9,0.9,0.81,0.81,0.81,0.73,0.73,0.73,conrev,,,,,
244,Consumer,Customer Care,Customer Experience,Customer Journey,Products Experience Section,4,Critical,6,0,"20,752",0.36,0.97,0.94,0.91,0.92,0.85,0.79,0.76,0.62,0.53,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,12,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.11,1.11,1.11,1.22,1.22,1.22,1.35,1.35,1.35,0.9,0.9,0.9,0.81,0.81,0.81,0.73,0.73,0.73,stcsub,,,,,
245,Consumer,Marketing,,,,1,,6,0,"32,357",,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,6,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.08,1.08,1.08,1.16,1.16,1.16,1.25,1.25,1.25,0.94,0.94,0.94,0.88,0.88,0.88,0.82,0.82,0.82,stcsub,,,,,
1558,Consumer,Marketing,None,Jawwy,,,Specialist,0,36,,0.22,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,33,35,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.08,1.08,1.08,1.16,1.16,1.16,1.25,1.25,1.25,0.94,0.94,0.94,0.88,0.88,0.88,0.82,0.82,0.82,entrev,,,,,
246,Consumer,Marketing,None,Marketing Planning & Insight,,3,,1,1,"56,336",,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2,2,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.08,1.08,1.08,1.16,1.16,1.16,1.25,1.25,1.25,0.94,0.94,0.94,0.88,0.88,0.88,0.82,0.82,0.82,conrev,,,,,
247,Consumer,Marketing,None,Marketing Planning & Insight,Market Research & Intelligence,4,Specialist,11,0,"27,093",0.46,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,10,11,0.25,0.5,0.75,1,0.98,0.99,1.01,1,0.98,0.99,1.01,1,0.98,0.99,1.01,0,0,0,N,,,,,,,1.08,1.08,1.08,1.16,1.16,1.16,1.25,1.25,1.25,0.94,0.94,0.94,0.88,0.88,0.88,0.82,0.82,0.82,entrev,,,,,
